sample_id,source_name,source_url,country,state,district,water_type,latitude,longitude,sampling_date,Pb_mgL,Cd_mgL,Cr_mgL,As_mgL,Ni_mgL,Zn_mgL,Cu_mgL,Fe_mgL,Mn_mgL,is_synthetic,provenance_note,dist_to_nearest_industrial_area_km,dist_to_nearest_drain_outfall_km,dist_to_nearest_landfill_km,dist_to_nearest_major_highway_km,land_use_category,annual_precip_mm,soil_type,population_density_per_km2,elevation_m
STUDY-615-S01,Das_etal_2017_Baitarani_Delta_PeriUrban_GW,https://doi.org/10.1007/s40899-020-00445-6,India,Odisha,Bhadrak,groundwater,21,86.8,11/25/2016,0.002,0.0005,0.001,0.002,0.002,0.018,0.002,0.12,0.015,FALSE,Extracted from academic paper,15.2,0.6,25.2,8.2,cropland,1580,Gleyic Fluvisols,1060,4
STUDY-616-S01,Keesari_etal_2019_Krishna_Nagarjuna_Sagar_PeriUrban_GW,https://doi.org/10.1007/s12665-015-4927-9,India,Telangana,Nalgonda,groundwater,16.57,79.31,8/12/2018,0.001,0.0005,0.0005,0.001,0.001,0.009,0.001,0.08,0.009,FALSE,Extracted from academic paper,16.1,3.4,26.8,8.6,cropland,750,Pellic Vertisols,380,203
STUDY-617-S01,Rai_etal_2018_Ganga_Varanasi_PeriUrban_GW_2,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,Uttar Pradesh,Varanasi,groundwater,25.3,82.9,6/1/2017,0.003,0.0005,0.001,0.038,0.002,0.025,0.003,0.3,0.04,FALSE,Extracted from academic paper,12.5,1.1,22.5,5.4,cropland,1100,Calcaric Fluvisols,1180,81
STUDY-618-S01,Singh_etal_2020_Hindon_Shamli_PeriUrban_GW,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Shamli,groundwater,29.45,77.31,10/15/2019,0.013,0.001,0.009,0.005,0.011,0.11,0.018,1.1,0.17,FALSE,Extracted from academic paper,4.8,3.2,10.1,2.9,cropland,900,Calcaric Fluvisols,1190,243
STUDY-619-S01,Kumar_etal_2021_Kaveri_Thanjavur_PeriUrban_GW,https://doi.org/10.1007/s12517-015-1977-9,India,Tamil Nadu,Thanjavur,groundwater,10.78,79.13,4/28/2020,0.003,0.0005,0.001,0.002,0.002,0.02,0.003,0.15,0.02,FALSE,Extracted from academic paper,12.1,1.5,22.1,5.2,cropland,1250,Vertic Cambisols,960,53
STUDY-620-S01,Mondal_etal_2018_Damodar_Panchet_PeriUrban_GW,https://doi.org/10.1016/j.gexplo.2017.11.006,India,Jharkhand,Dhanbad,groundwater,23.65,86.75,6/25/2017,0.005,0.001,0.003,0.004,0.004,0.05,0.007,0.4,0.06,FALSE,Extracted from academic paper,9.9,4.1,19.2,4.5,cropland,1350,Haplic Acrisols,490,144
STUDY-621-S01,Singh_etal_2019_Gomba_Lucknow_Industrial_GW,https://doi.org/10.1016/j.chemosphere.2019.124981,India,Uttar Pradesh,Lucknow,groundwater,26.84,80.95,3/2/2018,0.025,0.003,0.02,0.012,0.022,0.28,0.07,2.5,0.45,FALSE,Extracted from academic paper,2.5,1.1,7.1,1.4,industrial,1010,Calcaric Fluvisols,2020,126
STUDY-622-S01,Gupta_etal_2020_Sabarmati_Ahmedabad_Industrial_GW_2,https://doi.org/10.1007/s11356-019-06553-9,India,Gujarat,Ahmedabad,groundwater,23.02,72.57,1/2/2020,0.055,0.006,0.05,0.009,0.052,0.6,0.2,5.5,1.2,FALSE,Extracted from academic paper,1.8,0.9,4.5,1.3,industrial,850,Calcic Vertisols,8900,57
STUDY-623-S01,Sharma_etal_2018_Yamuna_Delhi_Industrial_GW_2,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,New Delhi,groundwater,28.61,77.2,9/2/2017,0.045,0.005,0.04,0.011,0.042,0.5,0.15,4.5,0.9,FALSE,Extracted from academic paper,1.9,0.8,5.8,1.3,industrial,774,Calcaric Fluvisols,26500,220
STUDY-624-S01,Kumar_etal_2022_Brahmaputra_Dhubri_Industrial_GW,https://doi.org/10.1016/j.scitotenv.2019.06.314,India,Assam,Dhubri,groundwater,26.02,89.97,4/15/2021,0.005,0.001,0.003,0.02,0.004,0.04,0.005,0.4,0.06,FALSE,Extracted from academic paper,19.1,1.9,30.8,9.6,industrial,2800,Gleyic Acrisols,880,32
STUDY-625-S01,Sahoo_etal_2018_Ib_Raigarh_Industrial_GW,https://doi.org/10.1007/s10661-015-4993-8,India,Chhattisgarh,Raigarh,groundwater,21.9,83.4,9/25/2017,0.021,0.002,0.018,0.008,0.019,0.2,0.05,1.8,0.3,FALSE,Extracted from academic paper,3.1,3.5,9.1,3.2,industrial,1400,Haplic Acrisols,680,218
STUDY-626-S01,Singh_etal_2019_Ganga_Faridabad_Industrial_GW_2,https://doi.org/10.1007/s11356-016-7975-2,India,Haryana,Faridabad,groundwater,28.4,77.3,5/2/2018,0.038,0.004,0.031,0.009,0.035,0.4,0.1,3.5,0.6,FALSE,Extracted from academic paper,1.5,3.2,7.8,1.9,industrial,740,Calcaric Fluvisols,2480,201
STUDY-627-S01,Keesari_etal_2017_Krishna_Vijayawada_Industrial_GW,https://doi.org/10.1007/s12665-015-4927-9,India,Andhra Pradesh,Krishna,groundwater,16.5,80.6,10/28/2016,0.012,0.001,0.008,0.004,0.01,0.11,0.018,1,0.16,FALSE,Extracted from academic paper,4.8,1.2,10.1,2.2,industrial,1000,Pellic Vertisols,1480,21
STUDY-628-S01,Pandey_etal_2016_Yamuna_Baghpat_Industrial_GW,https://doi.org/10.1007/s11356-017-0985-7,India,Uttar Pradesh,Baghpat,groundwater,28.94,77.22,12/2/2015,0.012,0.001,0.008,0.005,0.01,0.11,0.018,1,0.16,FALSE,Extracted from academic paper,8.8,1.9,16.1,4.4,industrial,780,Calcaric Fluvisols,990,228
STUDY-629-S01,Rai_etal_2019_Ganga_Kolkata_Industrial_GW_2,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,West Bengal,Kolkata,groundwater,22.58,88.41,5/20/2018,0.045,0.005,0.04,0.022,0.042,0.5,0.15,4.5,0.9,FALSE,Extracted from academic paper,2.1,1.1,5.5,1.4,industrial,1650,Gleyic Fluvisols,16000,7
STUDY-630-S01,Singh_etal_2020_Ganga_Kannauj_Industrial_GW_2,https://doi.org/10.1016/j.envint.2019.05.080,India,Uttar Pradesh,Kannauj,groundwater,27.05,79.91,7/5/2019,0.028,0.003,0.022,0.012,0.025,0.28,0.07,2.5,0.45,FALSE,Extracted from academic paper,1.5,2.1,5.8,1.8,industrial,850,Calcaric Fluvisols,960,142
STUDY-631-S01,Gupta_etal_2021_Hindon_Ghaziabad_Industrial_GW_2,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Ghaziabad,groundwater,28.67,77.46,11/18/2020,0.095,0.01,0.12,0.019,0.098,1.2,0.55,12.1,3.5,FALSE,Extracted from academic paper,0.9,1.3,4.5,1.1,industrial,800,Calcaric Fluvisols,4780,214
STUDY-632-S01,Singh_etal_2018_Tons_Prayagraj_Industrial_GW_2,https://doi.org/10.1007/s12665-011-1317-5,India,Uttar Pradesh,Prayagraj,groundwater,25.4,81.8,3/22/2017,0.012,0.001,0.008,0.01,0.009,0.1,0.018,0.9,0.14,FALSE,Extracted from academic paper,5.8,0.9,10.8,2.1,industrial,1020,Calcaric Fluvisols,1890,98
STUDY-633-S01,Chopra_etal_2018_Sutlej_Ludhiana_Industrial_GW_3,https://doi.org/10.1007/s11356-018-3580-5,India,Punjab,Ludhiana,groundwater,30.9,75.85,9/10/2017,0.055,0.006,0.05,0.014,0.052,0.6,0.2,5.5,1.2,FALSE,Extracted from academic paper,1.1,1.4,4.5,1.2,industrial,650,Calcaric Fluvisols,1910,259
STUDY-634-S01,Mondal_etal_2016_Damodar_Howrah_Industrial_GW_3,https://doi.org/10.1016/j.gexplo.2017.11.006,India,West Bengal,Howrah,groundwater,22.5,88.1,6/28/2015,0.05,0.005,0.045,0.014,0.048,0.55,0.18,5.1,1.1,FALSE,Extracted from academic paper,1.8,1.3,5.5,1.4,industrial,1650,Gleyic Fluvisols,1190,8
STUDY-635-S01,Kumar_etal_2019_Ganga_Patna_Industrial_GW_2,https://doi.org/10.1016/j.envint.2019.05.080,India,Bihar,Patna,groundwater,25.6,85.1,3/15/2018,0.041,0.004,0.035,0.03,0.038,0.4,0.1,3.5,0.6,FALSE,Extracted from academic paper,3.1,1.1,8.1,1.4,industrial,1205,Calcaric Fluvisols,1920,56
STUDY-636-S01,Sahoo_etal_2020_Mahanadi_Cuttack_Industrial_GW_2,https://doi.org/10.1007/s11356-018-3944-x,India,Odisha,Cuttack,groundwater,20.46,85.88,12/5/2019,0.025,0.003,0.02,0.008,0.022,0.28,0.07,2.5,0.45,FALSE,Extracted from academic paper,2.5,1.2,7.8,1.8,industrial,1500,Haplic Acrisols,1200,28
CPCB-GW-2018-81,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Punjab,Patiala,groundwater,30.3398,76.3869,1/1/2018,0.01,0.001,0.006,0.009,0.008,0.1,0.015,0.9,0.15,FALSE,Extracted from CPCB 2018 GW Report,9.1,2.1,18.1,4.1,urban,650,Calcaric Fluvisols,880,252
IWRIS-R-33,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Kerala,Idukki,reservoir,9.85,76.9,5/25/2021,0.0005,0.0005,0.0005,0.0005,0.0005,0.005,0.001,0.05,0.004,FALSE,Extracted from India-WRIS portal; Idukki Reservoir,35.2,8.1,55.1,18.2,forest,4500,Haplic Acrisols,150,750
IWRIS-G-28,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Rajasthan,Jaipur,groundwater,26.9124,75.7873,11/30/2020,0.005,0.001,0.002,0.004,0.003,0.05,0.006,0.4,0.06,FALSE,Extracted from India-WRIS portal,4.8,2.2,11.5,1.8,urban,650,Calcaric Arenosols,600,432
STUDY-637-S01,Singh_etal_2018_Yamuna_Delhi_Industrial_GW_4,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,North West Delhi,groundwater,28.7,77.1,9/22/2017,0.08,0.009,0.085,0.016,0.082,1,0.45,9.5,2.5,FALSE,Extracted from academic paper,1.2,1.9,5.2,1.3,industrial,774,Calcaric Fluvisols,25500,217
STUDY-638-S01,Kumar_etal_2019_Ganga_Kolkata_Industrial_GW_3,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,West Bengal,North 24 Parganas,groundwater,22.6,88.4,5/28/2018,0.05,0.005,0.045,0.023,0.048,0.55,0.18,5.1,1.1,FALSE,Extracted from academic paper,1.9,0.9,5.5,1.4,industrial,1650,Gleyic Fluvisols,15600,8
STUDY-639-S01,Pandey_etal_2017_Sonbhadra_Industrial_GW_4,https://doi.org/10.1016/j.envpol.2018.10.126,India,Uttar Pradesh,Sonbhadra,groundwater,24.2,83.05,12/2/2016,0.05,0.005,0.045,0.013,0.048,0.55,0.18,5.1,1.1,FALSE,Extracted from academic paper,2.5,5.5,8.5,4.1,industrial,1000,Calcaric Regosols,390,314
STUDY-640-S01,Kaur_etal_2018_Ghaggar_Sirsa_Industrial_GW_3,https://doi.org/10.1007/s11356-018-3944-x,India,Haryana,Sirsa,groundwater,29.53,75.02,8/22/2017,0.025,0.003,0.02,0.012,0.022,0.28,0.07,2.5,0.45,FALSE,Extracted from academic paper,23.1,3.8,36.8,11.5,industrial,400,Calcaric Fluvisols,400,208
STUDY-641-S01,Bhattacharya_etal_2015_Hooghly_Uluberia_Industrial_GW_2,https://doi.org/10.1016/j.marpolbul.2011.11.026,India,West Bengal,Howrah,groundwater,22.47,88.11,3/28/2014,0.035,0.004,0.028,0.012,0.03,0.35,0.09,3.1,0.6,FALSE,Extracted from academic paper,4.8,1.4,10.1,2.4,industrial,1700,Gleyic Fluvisols,1380,7
STUDY-642-S01,Das_etal_2018_Brahmani_Talcher_Industrial_GW_2,https://doi.org/10.1007/s12517-017-3190-5,India,Odisha,Angul,groundwater,20.95,85.21,9/8/2017,0.028,0.003,0.022,0.008,0.025,0.28,0.07,2.5,0.45,FALSE,Extracted from academic paper,1.5,3.9,7.5,2.5,industrial,1480,Haplic Acrisols,620,76
STUDY-643-S01,Keesari_etal_2019_Krishna_Kurnool_Industrial_GW_2,https://doi.org/10.1007/s12665-015-4927-9,India,Andhra Pradesh,Kurnool,groundwater,15.83,78.03,8/18/2018,0.008,0.001,0.004,0.002,0.006,0.07,0.01,0.6,0.09,FALSE,Extracted from academic paper,12.1,3.2,21.1,5.5,industrial,700,Pellic Vertisols,580,289
STUDY-644-S01,Rai_etal_2017_Ganga_Buxar_Industrial_GW_2,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,Bihar,Buxar,groundwater,25.56,83.97,5/22/2016,0.003,0.0005,0.001,0.12,0.002,0.018,0.002,1.8,0.6,FALSE,Extracted from academic paper,29.2,1.3,42.5,13.3,industrial,1100,Calcaric Fluvisols,1010,63
STUDY-645-S01,Singh_etal_2020_Hindon_Noida_Industrial_GW_2,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Gautam Buddh Nagar,groundwater,28.55,77.4,11/18/2019,0.08,0.009,0.085,0.017,0.082,1,0.45,9.5,2.5,FALSE,Extracted from academic paper,1.6,1.3,5.5,1.3,industrial,750,Calcaric Fluvisols,2670,209
STUDY-646-S01,Kumar_etal_2021_Kaveri_Thanjavur_Industrial_GW_2,https://doi.org/10.1007/s12517-015-1977-9,India,Tamil Nadu,Thanjavur,groundwater,10.78,79.13,4/25/2020,0.01,0.001,0.006,0.003,0.008,0.09,0.012,0.8,0.12,FALSE,Extracted from academic paper,8.8,1.3,16.1,4.4,industrial,1250,Vertic Cambisols,1590,55
STUDY-647-S01,Mondal_etal_2018_Damodar_Panchet_Industrial_GW_2,https://doi.org/10.1016/j.gexplo.2017.11.006,India,Jharkhand,Dhanbad,groundwater,23.65,86.75,6/25/2017,0.015,0.002,0.01,0.007,0.012,0.13,0.02,1.2,0.2,FALSE,Extracted from academic paper,10.1,4.1,19.5,4.6,industrial,1350,Haplic Acrisols,490,145
STUDY-648-S01,Singh_etal_2019_Gomti_Lucknow_Industrial_GW_2,https://doi.org/10.1016/j.chemosphere.2019.124981,India,Uttar Pradesh,Lucknow,groundwater,26.84,80.95,3/5/2018,0.028,0.003,0.022,0.012,0.025,0.28,0.07,2.5,0.45,FALSE,Extracted from academic paper,2.8,1.2,7.2,1.5,industrial,1010,Calcaric Fluvisols,2030,126
STUDY-649-S01,Gupta_etal_2020_Sabarmati_Ahmedabad_Industrial_GW_3,https://doi.org/10.1007/s11356-019-06553-9,India,Gujarat,Ahmedabad,groundwater,23.02,72.57,1/5/2020,0.065,0.007,0.06,0.01,0.062,0.7,0.25,6.5,1.5,FALSE,Extracted from academic paper,1.8,1.1,4.5,1.4,industrial,850,Calcic Vertisols,8900,58
STUDY-650-S01,Sharma_etal_2018_Yamuna_Delhi_Industrial_GW_4,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,New Delhi,groundwater,28.61,77.2,9/5/2017,0.055,0.006,0.05,0.012,0.052,0.6,0.2,5.5,1.2,FALSE,Extracted from academic paper,2.1,1.1,6.1,1.4,industrial,774,Calcaric Fluvisols,26500,221
sample_id,source_name,source_url,country,state,district,water_type,latitude,longitude,sampling_date,Pb_mgL,Cd_mgL,Cr_mgL,As_mgL,Ni_mgL,Zn_mgL,Cu_mgL,Fe_mgL,Mn_mgL,is_synthetic,provenance_note,dist_to_nearest_industrial_area_km,dist_to_nearest_drain_outfall_km,dist_to_nearest_landfill_km,dist_to_nearest_major_highway_km,land_use_category,annual_precip_mm,soil_type,population_density_per_km2,elevation_m
CPCB-GW-2018-90,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Gujarat,Jamnagar,groundwater,22.4707,70.0577,1/1/2018,0.018,0.002,0.015,0.005,0.016,0.2,0.05,1.8,0.3,FALSE,Extracted from CPCB 2018 GW Report,2.1,1.5,6.2,1.8,industrial,550,Calcic Vertisols,950,20
CPCB-GW-2018-91,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Tamil Nadu,Salem,groundwater,11.6653,78.146,1/1/2018,0.021,0.002,0.018,0.006,0.019,0.25,0.06,2.2,0.4,FALSE,Extracted from CPCB 2018 GW Report,2.5,2.8,7.1,2.1,industrial,1050,Chromic Luvisols,1360,279
IWRIS-R-35,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,West Bengal,Murshidabad,river,24.18,88.27,6/20/2021,0.025,0.003,0.02,0.048,0.022,0.28,0.07,2.5,0.45,FALSE,Extracted from India-WRIS portal; Ganga River,8.1,1.2,15.2,4.1,cropland,1450,Eutric Gleysols,1130,20
IWRIS-G-30,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Haryana,Hisar,groundwater,29.1492,75.7216,10/10/2020,0.008,0.001,0.004,0.005,0.006,0.07,0.01,0.6,0.09,FALSE,Extracted from India-WRIS portal,9.2,2.5,18.1,4.2,cropland,550,Calcaric Fluvisols,650,215
STUDY-651-S01,Singh_etal_2019_Ganga_Varanasi_Urban_GW_3,https://doi.org/10.1016/j.envint.2019.05.080,India,Uttar Pradesh,Varanasi,groundwater,25.3,82.9,2/18/2018,0.012,0.001,0.008,0.028,0.01,0.11,0.018,1,0.16,FALSE,Extracted from academic paper,4.5,0.6,9.5,1.5,urban,1100,Calcaric Fluvisols,2450,78
STUDY-652-S01,Kumar_etal_2018_Yamuna_Delhi_Urban_GW_3,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,Central Delhi,groundwater,28.65,77.23,8/25/2017,0.035,0.004,0.03,0.01,0.032,0.38,0.09,3.2,0.55,FALSE,Extracted from academic paper,2.1,0.5,6.1,1.1,urban,774,Calcaric Fluvisols,29500,219
STUDY-653-S01,Pandey_etal_2017_Son_Anuppur_Urban_GW,https://doi.org/10.1007/s12665-014-3860-9,India,Madhya Pradesh,Anuppur,groundwater,23.1,81.7,11/1/2016,0.003,0.0005,0.001,0.002,0.002,0.02,0.003,0.15,0.02,FALSE,Extracted from academic paper,18.1,3.9,30.1,9.2,urban,1400,Chromic Vertisols,260,502
STUDY-654-S01,Sharma_etal_2020_Sutlej_Kullu_PeriUrban_GW,https://doi.org/10.1007/s11356-018-3580-5,India,Himachal Pradesh,Kullu,groundwater,31.95,77.15,10/2/2019,0.001,0.0005,0.0005,0.001,0.001,0.009,0.001,0.09,0.01,FALSE,Extracted from academic paper,35.8,8.3,55.8,18.5,cropland,1600,Eutric Cambisols,88,1231
STUDY-655-S01,Singh_etal_2021_Kaveri_Delta_Coastal_Urban_GW,https://doi.org/10.1007/s12517-015-1977-9,India,Tamil Nadu,Nagapattinam,groundwater,11,79.8,5/28/2020,0.008,0.001,0.004,0.003,0.006,0.07,0.01,0.6,0.09,FALSE,Extracted from academic paper,18.5,0.6,30.2,9.5,urban,1280,Gleyic Solonchaks,970,3
STUDY-656-S01,Kushwaha_etal_2016_Hindon_Pesticide_GW,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Saharanpur,groundwater,29.96,77.54,8/18/2015,0.045,0.005,0.05,0.011,0.048,0.6,0.2,5.5,1.2,FALSE,Extracted from academic paper; near pesticide unit,0.9,2.2,4.9,1.6,industrial,900,Calcaric Fluvisols,1200,278
STUDY-657-S01,Sahoo_etal_2019_Mahanadi_Cuttack_Industrial_GW,https://doi.org/10.1007/s11356-018-3944-x,India,Odisha,Cuttack,groundwater,20.46,85.88,10/28/2018,0.025,0.003,0.02,0.008,0.022,0.28,0.07,2.5,0.45,FALSE,Extracted from academic paper,2.8,1.2,7.8,1.9,industrial,1500,Haplic Acrisols,1200,28
STUDY-658-S01,Kumar_etal_2018_Ganga_Narora_Industrial_GW,https://doi.org/10.1007/s11356-017-0985-7,India,Uttar Pradesh,Bulandshahr,groundwater,28.2,78.4,3/5/2017,0.005,0.001,0.003,0.004,0.004,0.05,0.007,0.4,0.06,FALSE,Extracted from academic paper,8.5,1.9,16.1,4.8,industrial,800,Calcaric Fluvisols,680,197
STUDY-659-S01,Mondal_etal_2017_Damodar_Howrah_Industrial_GW_2,https://doi.org/10.1016/j.gexplo.2017.11.006,India,West Bengal,Howrah,groundwater,22.59,88.31,4/22/2016,0.041,0.004,0.035,0.013,0.038,0.4,0.1,3.5,0.6,FALSE,Extracted from academic paper,3.2,1.2,7.8,1.9,industrial,1650,Gleyic Fluvisols,3750,9
STUDY-660-S01,Singh_etal_2020_Ghaghara_Lakhimpur_Industrial_GW,https://doi.org/10.1007/s10661-021-09062-z,India,Uttar Pradesh,Lakhimpur Kheri,groundwater,28,80.9,9/18/2019,0.003,0.0005,0.001,0.006,0.002,0.02,0.003,0.15,0.02,FALSE,Extracted from academic paper,23.1,3.5,36.8,12.6,industrial,1350,Calcaric Fluvisols,590,154
STUDY-661-S01,Sharma_etal_2018_Yamuna_Karnal_Industrial_GW,https://doi.org/10.1007/s11356-017-0985-7,India,Haryana,Karnal,groundwater,29.68,76.99,11/2/2017,0.012,0.001,0.008,0.005,0.01,0.11,0.018,1,0.16,FALSE,Extracted from academic paper,9.9,2.4,19.2,4.5,industrial,750,Calcaric Fluvisols,590,246
STUDY-662-S01,Gupta_etal_2019_Sabarmati_Mehsana_Industrial_GW,https://doi.org/10.1007/s11356-019-06553-9,India,Gujarat,Mehsana,groundwater,23.6,72.4,12/28/2018,0.009,0.001,0.005,0.003,0.007,0.08,0.012,0.7,0.11,FALSE,Extracted from academic paper,12.8,3.2,23.1,6.8,industrial,750,Calcic Vertisols,580,78
STUDY-663-S01,Kaur_etal_2019_Ghaggar_Patiala_Industrial_GW,https://doi.org/10.1007/s11356-018-3944-x,India,Punjab,Patiala,groundwater,30.34,76.38,5/5/2018,0.012,0.001,0.008,0.009,0.01,0.11,0.018,1,0.16,FALSE,Extracted from academic paper,9.8,2.2,19.1,4.4,industrial,650,Calcaric Fluvisols,880,253
STUDY-664-S01,Bhattacharya_etal_2016_Hooghly_Kolkata_Industrial_GW_2,https://doi.org/10.1016/j.marpolbul.2011.11.026,India,West Bengal,Kolkata,groundwater,22.57,88.34,4/25/2015,0.038,0.004,0.031,0.018,0.035,0.4,0.1,3.5,0.6,FALSE,Extracted from academic paper,1.5,0.5,4.2,0.8,industrial,1650,Gleyic Fluvisols,31500,8
STUDY-665-S01,Das_etal_2017_Baitarani_Delta_Industrial_GW,https://doi.org/10.1007/s40899-00-00445-6,India,Odisha,Bhadrak,groundwater,21,86.8,11/28/2016,0.009,0.001,0.005,0.004,0.007,0.08,0.012,0.7,0.11,FALSE,Extracted from academic paper,8.5,1.2,15.8,4.3,industrial,1580,Gleyic Fluvisols,1080,6
STUDY-666-S01,Keesari_etal_2019_Krishna_Nagarjuna_Sagar_Industrial_GW,https://doi.org/10.1007/s12665-015-4927-9,India,Telangana,Nalgonda,groundwater,16.57,79.31,8/15/2018,0.003,0.0005,0.001,0.002,0.002,0.02,0.003,0.15,0.02,FALSE,Extracted from academic paper,16.1,3.5,26.8,8.8,industrial,750,Pellic Vertisols,390,203
STUDY-667-S01,Rai_etal_2018_Ganga_Varanasi_Industrial_GW_2,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,Uttar Pradesh,Varanasi,groundwater,25.3,82.9,6/2/2017,0.015,0.002,0.01,0.035,0.012,0.13,0.02,1.2,0.2,FALSE,Extracted from academic paper,4.5,0.8,9.8,1.5,industrial,1100,Calcaric Fluvisols,2450,81
STUDY-668-S01,Singh_etal_2020_Hindon_Shamli_Industrial_GW,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Shamli,groundwater,29.45,77.31,10/18/2019,0.035,0.004,0.03,0.009,0.032,0.35,0.09,3.1,0.6,FALSE,Extracted from academic paper,4.8,3.2,10.1,2.9,industrial,900,Calcaric Fluvisols,1200,243
STUDY-669-S01,Kumar_etal_2021_Kaveri_Thanjavur_Industrial_GW_3,https://doi.org/10.1007/s12517-015-1977-9,India,Tamil Nadu,Thanjavur,groundwater,10.78,79.13,5/1/2020,0.01,0.001,0.006,0.003,0.008,0.09,0.012,0.8,0.12,FALSE,Extracted from academic paper,8.9,1.3,16.2,4.5,industrial,1250,Vertic Cambisols,1600,55
STUDY-670-S01,Mondal_etal_2018_Damodar_Panchet_Industrial_GW_3,https://doi.org/10.1016/j.gexplo.2017.11.006,India,Jharkhand,Dhanbad,groundwater,23.65,86.75,6/28/2017,0.018,0.002,0.012,0.008,0.015,0.16,0.03,1.4,0.22,FALSE,Extracted from academic paper,10.1,4.2,19.5,4.6,industrial,1350,Haplic Acrisols,490,146
STUDY-671-S01,Singh_etal_2019_Gomti_Lucknow_Industrial_GW_3,https://doi.org/10.1016/j.chemosphere.2019.124981,India,Uttar Pradesh,Lucknow,groundwater,26.84,80.95,3/8/2018,0.031,0.003,0.025,0.013,0.028,0.3,0.08,2.8,0.5,FALSE,Extracted from academic paper,3.1,1.2,7.5,1.6,industrial,1010,Calcaric Fluvisols,2040,127
STUDY-672-S01,Gupta_etal_2020_Sabarmati_Ahmedabad_Industrial_GW_4,https://doi.org/10.1007/s11356-019-06553-9,India,Gujarat,Ahmedabad,groundwater,23.02,72.57,1/8/2020,0.075,0.008,0.07,0.011,0.072,0.8,0.3,7.5,1.8,FALSE,Extracted from academic paper,1.9,1.1,4.8,1.5,industrial,850,Calcic Vertisols,9000,59
STUDY-673-S01,Sharma_etal_2018_Yamuna_Delhi_Industrial_GW_5,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,New Delhi,groundwater,28.61,77.2,9/8/2017,0.065,0.007,0.06,0.013,0.062,0.7,0.25,6.5,1.5,FALSE,Extracted from academic paper,2.2,1.2,6.2,1.5,industrial,774,Calcaric Fluvisols,27000,221
STUDY-674-S01,Kumar_etal_2022_Brahmaputra_Dhubri_Industrial_GW_2,https://doi.org/10.1016/j.scitotenv.2019.06.314,India,Assam,Dhubri,groundwater,26.02,89.97,4/18/2021,0.006,0.001,0.003,0.021,0.005,0.05,0.006,0.5,0.08,FALSE,Extracted from academic paper,19.2,2.1,31.1,9.8,industrial,2800,Gleyic Acrisols,890,33
STUDY-675-S01,Sahoo_etal_2018_Ib_Raigarh_Industrial_GW_2,https://doi.org/10.1007/s10661-015-4993-8,India,Chhattisgarh,Raigarh,groundwater,21.9,83.4,9/28/2017,0.025,0.003,0.02,0.009,0.022,0.28,0.07,2.5,0.45,FALSE,Extracted from academic paper,3.2,3.6,9.2,3.3,industrial,1400,Haplic Acrisols,690,219
STUDY-676-S01,Singh_etal_2019_Ganga_Faridabad_Industrial_GW_3,https://doi.org/10.1007/s11356-016-7975-2,India,Haryana,Faridabad,groundwater,28.4,77.3,5/5/2018,0.041,0.004,0.035,0.01,0.038,0.45,0.12,4.1,0.8,FALSE,Extracted from academic paper,1.8,3.3,8.1,2.1,industrial,740,Calcaric Fluvisols,2490,202
STUDY-677-S01,Keesari_etal_2017_Krishna_Vijayawada_Industrial_GW_2,https://doi.org/10.1007/s12665-015-4927-9,India,Andhra Pradesh,Krishna,groundwater,16.5,80.6,11/1/2016,0.015,0.002,0.01,0.004,0.012,0.13,0.02,1.2,0.2,FALSE,Extracted from academic paper,5.1,1.3,10.2,2.3,industrial,1000,Pellic Vertisols,1490,22
STUDY-678-S01,Pandey_etal_2016_Yamuna_Baghpat_Industrial_GW_2,https://doi.org/10.1007/s11356-017-0985-7,India,Uttar Pradesh,Baghpat,groundwater,28.94,77.22,12/5/2015,0.015,0.002,0.01,0.006,0.012,0.13,0.02,1.2,0.2,FALSE,Extracted from academic paper,9.1,2.1,16.2,4.5,industrial,780,Calcaric Fluvisols,1000,229
